player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kensley Louidor-Faustin,184405,CB,AUBURN,9,0,0,55.6,0,0,115,0,0,54.2,56.9,84.2,58.7,67.4,48.3,0,0,0,0,34,28.6,2,1,1,98.4,5,0,0,17,90,81,146,1,0,0,1,0,2,145,3,62,35,1,5,0,9,0,0,108,30,21.6
Joe Phillips,184409,ED,AUBURN,2,0,0,,0,0,115,0,0,,60.0,72.1,58.9,60.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,
De'marcus Riddick,184410,ED,AUBURN,10,4,1,100.0,0,0,115,0,0,63.5,65.8,86.6,65.9,63.4,56.2,2,11,0,0,35,21.4,6,0,0,118.8,2,3,0,99,0,72,239,123,0,1,121,1,1,116,35,132,15,14,18,3,2,16,0,43,30,21.5
Laquan Robinson,184411,LB,AUBURN,1,0,0,,0,0,115,0,0,60.5,72.6,66.9,,69.2,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,2,5,0,0,0,0,0,0,5,0,3,0,1,1,0,0,0,0,0,0,
Jamonta Waller,184412,ED,AUBURN,1,1,0,,0,0,115,0,0,,69.7,74.3,67.2,64.3,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,4,6,0,0,0,0,0,0,0,0,0,
Amaris Williams,184415,ED,AUBURN,10,2,0,,0,0,115,0,0,60.0,71.8,79.3,68.4,69.5,78.3,0,4,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,119,119,0,1,46,72,0,0,60,58,0,4,4,0,0,5,0,0,0,
Michai Boireau,184418,DI,FLORIDA,11,5,0,,0,0,163,0,0,58.5,64.5,80.9,53.7,68.7,53.6,0,0,0,0,,9.1,1,0,0,0.0,0,0,0,0,0,1,121,121,48,71,0,2,0,0,48,72,0,3,5,0,0,0,0,0,0,
Josiah Davis,184420,CB,FLORIDA,1,0,0,100.0,0,0,163,0,0,47.4,47.1,73.7,,60.0,28.2,0,0,0,0,28,50.0,1,0,1,118.8,1,0,0,0,0,9,11,0,0,0,0,0,0,11,0,2,11,0,1,0,1,0,0,28,17,28.0
Teddy Foster,184421,CB,FLORIDA,2,0,0,100.0,0,0,163,0,0,57.2,57.7,73.0,,60.4,74.2,0,0,0,0,24,0.0,0,0,0,118.8,1,0,0,0,21,14,21,0,0,0,0,0,0,21,0,7,0,0,1,0,1,0,0,24,0,24.0
Myles Graham,184422,LB,FLORIDA,11,10,0,71.4,0,1,163,0,0,57.9,69.9,77.0,68.2,77.8,64.5,1,1,0,0,22,12.0,3,0,0,134.5,5,1,0,117,0,64,157,3,0,0,3,0,0,154,14,79,37,9,12,1,7,3,1,56,41,11.2
Jamroc Grimsley,184423,CB,FLORIDA,2,0,0,0.0,0,0,163,0,0,66.8,64.0,74.6,,53.3,21.7,0,0,0,0,,100.0,1,0,0,39.6,0,0,0,2,35,18,37,0,0,0,0,0,0,37,0,19,0,0,0,0,1,0,0,0,0,
LJ McCray,184427,ED,FLORIDA,12,4,0,100.0,0,0,163,0,0,60.8,60.0,0.0,61.5,63.6,63.6,1,5,0,0,10,9.1,1,0,2,108.3,1,1,0,5,0,13,148,143,0,2,88,53,0,5,64,71,0,5,6,1,1,7,0,10,6,10.0
D'Antre Robinson,184430,DI,FLORIDA,10,5,0,,0,0,163,1,0,61.8,58.9,28.3,61.4,57.3,79.0,0,0,0,0,,0.0,0,0,1,0.0,0,2,0,0,0,0,139,139,14,100,2,23,0,0,72,67,0,2,5,0,0,2,0,0,0,
Greg Smith,184431,S,FLORIDA,4,2,0,66.7,0,0,163,0,0,68.4,64.9,78.7,,55.3,60.5,0,0,0,0,17,16.7,1,0,0,81.3,2,0,0,35,0,45,80,0,0,0,0,0,40,80,0,35,5,1,3,0,3,0,0,17,4,8.5
Brien Taylor Jr.,184433,DI,FLORIDA,9,2,0,,0,0,163,0,0,60.0,60.4,78.6,55.5,62.4,65.5,0,2,0,0,,9.1,1,0,0,0.0,0,0,0,0,0,0,114,114,0,61,4,49,0,0,54,60,0,7,8,2,0,2,0,0,0,
Xavier Atkins,184438,LB,LSU,5,0,0,80.0,0,0,211,0,0,37.7,42.8,74.7,62.2,60.6,46.4,0,2,0,0,19,25.0,1,0,0,110.0,4,0,0,25,1,18,31,4,0,0,4,0,1,27,6,7,0,1,3,0,5,2,0,52,29,13.0
Ahmad Breaux,184441,DI,LSU,12,3,0,,0,0,211,0,0,60.0,63.8,82.1,56.9,66.6,79.3,0,6,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,249,249,31,200,0,18,0,0,128,121,0,8,12,1,0,6,0,0,0,
Trey'Dez Green,184453,TE,LSU,1,0,0,,0,0,211,0,0,60.0,60.0,63.1,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Ju'Juan Johnson,184458,HB,LSU,1,0,0,,0,0,211,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Davhon Keys,184459,LB,LSU,7,7,0,81.8,0,0,211,1,0,62.2,65.5,77.4,57.6,71.2,80.2,0,4,0,0,19,5.0,1,2,0,100.4,9,1,0,104,1,72,162,6,0,0,6,0,0,156,21,69,51,5,12,0,11,5,0,89,56,9.9
Dominick McKinley,184462,DI,LSU,9,2,0,,0,0,211,1,0,61.2,69.6,79.3,64.3,68.1,77.4,0,4,0,0,,14.3,1,0,0,0.0,0,3,0,0,0,0,123,123,5,102,0,16,0,0,68,55,0,6,4,0,0,7,0,0,0,
Gabriel Reliford,184463,ED,LSU,11,1,0,100.0,0,0,211,0,0,62.5,63.7,22.0,75.6,53.2,57.1,0,5,0,0,5,14.3,1,0,1,87.5,1,1,0,2,0,3,109,104,0,4,90,10,0,5,51,55,3,5,5,0,1,6,0,5,5,5.0
Michael Turner Jr.,184467,CB,LSU,2,0,0,,0,0,211,0,0,63.6,64.3,68.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,5,4,6,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,
PJ Woodland,184471,CB,LSU,11,1,0,66.7,0,1,211,1,0,63.8,61.5,81.5,54.7,52.6,50.2,0,0,0,0,34,23.5,4,2,1,116.2,10,0,0,11,65,83,133,0,0,0,0,0,0,133,2,48,55,4,12,2,15,0,1,131,55,13.1
Trajen Greco,184477,S,MISSOURI,7,0,0,100.0,0,0,229,0,0,40.6,50.5,75.4,60.0,73.4,75.3,0,0,0,0,43,0.0,0,0,0,118.8,1,0,0,2,0,16,36,0,0,0,0,0,28,36,1,19,4,1,1,1,1,0,0,43,34,43.0
Brian Huff,184478,LB,MISSOURI,1,0,0,,0,0,229,0,0,61.1,64.6,70.6,,62.9,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,3,8,0,0,0,0,0,0,8,0,5,0,1,1,0,0,0,0,0,0,
Cameron Keys,184480,CB,MISSOURI,1,0,0,,0,0,229,0,0,61.8,62.9,69.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,6,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Fred Johnson,184487,LB,S CAROLINA,6,2,0,50.0,0,0,289,0,0,74.6,70.1,74.8,62.6,58.1,57.7,1,0,0,0,13,14.3,1,1,0,56.3,5,0,0,74,0,48,82,0,0,0,0,0,0,82,4,30,8,2,4,0,10,1,0,24,21,4.8
David Bucey,184489,S,S CAROLINA,4,0,0,,0,1,289,0,0,76.1,79.9,74.0,,74.7,78.0,0,0,0,0,,0.0,0,1,0,0.0,0,0,0,10,0,13,23,0,0,0,0,0,10,23,0,10,3,1,2,0,0,0,0,0,0,
Wendell Gregory,184492,ED,S CAROLINA,2,0,0,,0,0,289,0,0,,59.6,72.9,56.2,61.6,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,3,4,0,0,1,0,0,0,0,0,0,
Kelvin Hunter,184493,CB,S CAROLINA,3,1,0,75.0,0,0,289,0,0,69.3,69.9,74.2,,64.5,47.4,0,0,0,0,7,25.0,2,0,0,77.1,3,0,0,6,0,19,28,0,0,0,0,0,0,28,0,9,22,2,5,1,4,0,0,1,13,0.3
Isaiah McClary,184496,CB,S CAROLINA,2,0,0,,0,0,289,0,0,,60.0,64.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Dylan Stewart,184500,ED,S CAROLINA,12,5,1,100.0,2,3,289,1,0,40.4,79.8,22.1,91.5,58.8,51.1,10,31,0,0,15,26.1,6,1,4,115.3,3,7,0,0,0,5,491,490,0,0,478,12,0,1,288,198,1,16,12,3,3,48,0,35,18,11.7
Kobe Black,184503,CB,TEXAS,7,4,0,57.1,0,0,311,0,0,63.6,67.4,78.2,59.7,78.0,69.2,0,0,0,0,39,8.3,1,0,0,99.1,4,0,0,12,93,57,108,0,0,0,0,0,1,108,1,50,2,1,7,0,7,0,0,83,12,20.8
Xavier Filsaime,184508,S,TEXAS,3,0,0,0.0,0,0,311,0,0,28.5,28.4,72.9,,53.5,28.2,0,0,0,0,,50.0,1,0,0,39.6,0,0,0,7,0,13,25,0,0,0,0,0,15,25,0,12,3,1,1,0,1,0,0,0,0,
Alex January,184510,DI,TEXAS,11,0,0,,0,0,311,0,0,,63.7,78.4,52.3,70.4,75.9,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,88,88,15,42,7,24,0,0,48,40,0,3,3,0,0,1,0,0,0,
Jordon Johnson-Rubell,184511,S,TEXAS,6,2,0,50.0,0,0,311,0,0,67.2,67.2,0.0,,72.8,83.8,0,0,0,0,4,0.0,0,0,1,56.3,1,0,0,22,0,38,78,1,0,0,1,0,43,77,0,40,12,2,6,0,2,0,0,4,8,4.0
Wardell Mack,184513,CB,TEXAS,4,0,0,25.0,0,0,311,0,0,88.1,85.3,77.4,56.7,65.2,77.7,0,0,0,1,20,0.0,0,0,0,8.3,1,0,0,1,4,14,25,0,0,0,0,0,1,25,2,9,19,0,2,0,4,0,0,20,15,20.0
Colin Simmons,184515,ED,TEXAS,13,7,0,66.7,2,2,311,0,0,75.7,82.0,1.7,86.4,72.3,57.0,9,15,0,1,13,19.5,8,0,4,34.7,4,7,0,39,0,50,365,318,0,1,316,1,0,47,191,124,8,25,26,6,6,31,0,24,28,6.0
Ty'Anthony Smith,184516,LB,TEXAS,9,6,0,80.0,0,0,311,0,0,61.5,68.0,76.2,72.0,69.0,54.1,0,1,0,1,16,16.7,3,0,0,53.8,4,1,0,86,0,47,91,1,0,0,1,0,0,90,0,44,4,3,9,1,5,2,0,32,33,8.0
Zina Umeozulu,184517,ED,TEXAS,1,0,0,,0,0,311,0,0,60.0,60.7,66.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dontae Carter,184523,S,VANDERBILT,10,2,0,62.5,0,0,333,0,0,56.8,56.4,81.8,54.2,57.1,36.4,0,1,0,0,27,33.3,4,1,0,102.3,10,0,0,27,0,98,135,0,0,0,0,0,42,135,3,34,66,1,6,0,16,1,1,105,31,10.5
Jeremiah Beaman,184527,DI,ALABAMA,2,1,0,,0,0,103,0,0,,67.6,72.2,56.1,70.2,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,1,8,3,1,0,0,6,7,0,0,0,0,0,0,0,0,0,
Zabien Brown,184529,CB,ALABAMA,12,2,0,43.2,0,0,103,2,1,67.3,67.8,43.0,,69.9,77.9,0,0,0,2,47,5.3,1,1,2,60.4,16,0,0,20,563,337,593,3,0,0,3,0,1,590,0,256,6,6,16,2,37,0,2,238,54,14.9
Sterling Dixon,184532,LB,ALABAMA,1,0,0,,0,0,103,0,0,60.0,61.4,63.9,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Isaia Faga,184533,DI,ALABAMA,2,0,0,,0,0,103,0,0,,64.6,71.4,58.8,64.3,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,8,8,4,4,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,
Cayden Jones,184538,LB,ALABAMA,5,1,0,0.0,0,0,103,0,0,73.3,83.5,72.2,56.1,83.0,81.1,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,27,0,9,30,3,0,0,3,0,0,27,4,17,0,4,5,0,2,0,0,0,0,
Dre Kirkpatrick Jr.,184539,CB,ALABAMA,4,1,0,,0,0,103,0,0,62.7,59.1,74.3,,55.4,41.3,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,3,0,4,19,1,0,0,1,0,3,18,0,15,12,0,1,0,0,0,0,0,0,
Jaylen Mbakwe,184540,CB,ALABAMA,10,2,0,76.5,0,0,103,0,0,68.6,68.2,81.9,47.5,67.2,67.2,0,1,0,1,55,11.1,2,1,1,106.0,13,0,0,13,198,123,221,3,0,0,3,0,3,218,3,95,4,7,14,1,17,1,1,184,53,14.2
Zavier Mincey,184541,S,ALABAMA,6,2,0,50.0,0,0,103,0,0,72.7,75.7,78.4,56.4,79.4,85.0,0,1,0,0,0,0.0,0,1,0,56.3,1,0,0,8,30,26,65,3,0,0,3,0,16,62,3,36,8,2,6,0,2,1,0,0,2,0.0
Red Morgan,184542,CB,ALABAMA,10,0,0,50.0,0,0,103,0,0,53.9,55.0,83.4,60.0,59.0,27.0,1,0,0,0,32,41.7,5,2,1,73.4,8,0,0,22,4,113,178,2,0,0,2,0,6,176,1,64,144,5,7,1,16,1,0,114,64,14.3
Justin Okoronkwo,184544,LB,ALABAMA,6,2,0,0.0,0,0,103,0,0,62.1,69.5,75.7,56.8,71.3,83.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,36,0,8,38,2,0,0,2,0,0,36,3,27,0,4,7,0,1,0,0,0,0,
Jayshawn Ross,184546,ED,ALABAMA,1,0,0,,0,0,103,0,0,,74.7,70.8,74.7,60.0,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,2,2,0,0,0,0,0,2,0,0,0,
KJ Bolden,184549,S,GEORGIA,12,10,0,56.0,0,1,173,0,0,78.0,77.9,85.3,65.1,74.9,75.2,0,1,0,1,13,10.5,6,1,1,59.8,14,1,0,139,2,303,482,0,0,0,0,0,268,482,5,174,73,15,41,0,25,2,1,86,49,6.1
Chris Cole,184554,LB,GEORGIA,9,2,0,69.2,0,1,173,2,1,69.3,70.4,80.0,53.4,77.4,67.5,0,3,0,0,20,12.5,2,1,1,81.9,9,0,0,64,5,66,107,18,0,0,18,0,0,89,18,23,20,6,12,2,13,3,0,69,19,7.7
Quintavius Johnson,184564,ED,GEORGIA,3,0,0,,0,0,173,0,0,60.0,72.2,77.7,60.7,74.4,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,24,23,0,0,22,1,0,1,11,12,1,2,2,0,0,0,0,0,0,
Joseph Jonah-Ajonye,184565,ED,GEORGIA,4,0,0,,0,0,173,0,0,60.0,58.6,76.9,59.8,56.7,73.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,49,49,0,5,20,24,0,0,21,28,0,1,2,0,0,1,0,0,0,
Demello Jones,184566,CB,GEORGIA,2,1,0,0.0,0,0,173,0,0,56.2,52.2,73.0,,48.9,28.3,0,0,0,0,,50.0,1,0,0,39.6,0,0,0,1,19,9,21,0,0,0,0,0,0,21,0,12,1,0,0,0,1,0,0,0,0,
Nnamdi Ogboko,184569,DI,GEORGIA,3,0,0,,0,0,173,0,0,,62.6,74.6,58.1,63.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,9,9,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,
Ellis Robinson IV,184574,CB,GEORGIA,4,1,0,33.3,0,0,173,0,0,66.5,67.5,76.4,60.0,65.9,79.3,0,0,0,0,7,0.0,0,0,1,42.4,1,0,0,1,48,29,51,0,0,0,0,0,0,51,1,21,2,1,3,0,3,0,0,7,0,7.0
Jordan Thomas,184577,DI,GEORGIA,3,1,0,,0,0,173,0,0,,67.8,74.1,61.4,68.4,75.1,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,30,30,0,25,0,5,0,0,16,14,0,3,3,0,0,2,0,0,0,
Justin Williams,184584,LB,GEORGIA,4,2,0,0.0,0,0,173,0,0,57.3,70.2,70.6,55.8,82.5,79.8,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,20,0,10,24,0,0,0,0,0,0,24,4,10,4,2,2,1,1,0,0,0,0,
Michael Boganowski,184588,S,OKLAHOMA,7,1,0,50.0,0,0,261,0,0,55.4,63.2,76.6,57.8,75.4,81.4,0,0,0,0,24,0.0,0,0,0,133.3,1,0,0,26,0,31,63,2,0,0,2,0,26,61,2,30,9,1,4,0,2,0,1,24,11,24.0
Eli Bowen,184589,CB,OKLAHOMA,10,4,0,54.1,0,0,261,0,0,76.3,79.9,83.4,59.8,89.7,61.3,0,1,0,1,45,16.7,6,2,0,87.8,20,0,0,48,408,247,463,0,0,0,0,0,1,463,6,210,5,13,26,2,37,1,3,221,71,11.1
Wyatt Gilmore,184593,DI,OKLAHOMA,1,0,0,,0,0,261,0,0,60.0,68.6,67.8,61.9,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Jaydan Hardy,184594,S,OKLAHOMA,5,1,0,50.0,0,0,261,0,0,71.2,70.6,76.0,,62.9,49.2,0,0,0,1,8,33.3,1,1,0,20.8,1,0,0,21,0,32,51,0,0,0,0,0,23,51,0,19,7,1,1,0,2,0,0,8,0,8.0
Jayden Jackson,184596,DI,OKLAHOMA,12,11,1,,0,0,261,0,0,56.8,69.6,60.9,63.0,73.1,54.3,0,8,0,0,,14.8,4,0,1,0.0,0,2,0,2,0,2,359,356,107,220,3,26,0,3,176,181,0,10,12,0,0,10,0,0,0,
James Nesta,184600,LB,OKLAHOMA,1,0,0,100.0,0,0,261,0,0,52.6,57.0,69.1,,62.8,76.7,0,0,0,0,10,0.0,0,0,0,108.3,1,0,0,5,0,4,6,1,0,0,1,0,0,5,0,2,0,0,2,0,1,0,0,10,5,10.0
Danny Okoye,184601,ED,OKLAHOMA,2,0,0,,0,0,261,0,0,60.0,30.8,0.0,66.5,40.5,24.8,0,0,0,0,,100.0,1,0,1,0.0,0,0,0,0,0,1,9,9,0,0,8,1,0,0,3,5,0,0,0,0,0,0,0,0,0,
Reggie Powers III,184602,CB,OKLAHOMA,2,1,0,0.0,0,0,261,0,0,89.9,90.8,74.3,69.4,68.3,73.1,0,1,0,0,,0.0,0,0,0,39.6,0,0,0,5,0,12,21,1,0,0,1,0,0,20,3,6,15,0,0,0,1,1,0,0,0,
Nigel Smith II,184604,DI,OKLAHOMA,1,0,0,,0,0,261,0,0,,59.1,66.3,59.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,
David Stone,184605,DI,OKLAHOMA,12,1,0,,0,0,261,0,0,,76.0,78.7,68.4,75.7,50.3,1,5,0,0,,25.0,1,0,0,0.0,0,1,0,0,0,0,90,90,20,57,0,13,0,0,49,41,0,3,2,1,0,7,0,0,0,
Keyshawn Jackson,184622,CB,E CAROLINA,2,0,0,,0,0,156,0,0,65.4,66.2,71.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,12,11,16,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,
Kevon Merrell Jr.,184625,S,E CAROLINA,11,6,0,37.5,0,0,156,0,0,64.8,66.6,78.8,73.0,63.5,70.5,1,1,0,0,5,7.7,1,0,0,45.8,3,0,0,38,0,47,103,8,0,0,8,0,2,95,5,51,55,5,6,1,8,2,0,10,6,3.3
Terhyon Nichols,184635,CB,KENTUCKY,8,1,0,52.9,0,0,202,0,0,69.1,67.9,81.2,,58.6,44.9,0,0,0,0,44,26.7,4,5,1,109.9,9,0,0,9,181,97,195,2,0,0,2,0,2,193,0,98,1,3,10,0,17,0,1,180,72,20.0
Jason Patterson,184636,HB,KENTUCKY,1,0,0,,0,0,202,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Brian Robinson,184637,DI,KENTUCKY,2,0,0,,0,0,202,0,0,,47.2,71.8,63.7,43.8,17.6,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,12,12,1,9,0,2,0,0,7,5,0,0,0,0,0,0,0,0,0,
Jacob Smith,184639,LB,KENTUCKY,2,0,0,,0,0,202,0,0,63.0,62.5,75.1,56.9,61.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,6,14,5,0,0,5,0,0,9,3,5,7,0,0,0,0,0,0,0,0,
Antwan Smith,184640,LB,KENTUCKY,2,2,0,,0,0,202,0,0,65.8,69.5,75.1,62.7,67.0,77.7,0,1,0,0,,0.0,0,1,0,0.0,0,0,0,27,0,17,31,1,0,0,1,0,0,30,5,9,2,0,0,0,0,1,0,0,0,
Jerod Smith II,184641,ED,KENTUCKY,9,0,0,,0,0,202,0,0,60.0,63.6,76.3,68.0,65.1,29.1,0,2,0,0,,33.3,3,0,0,0.0,0,0,0,0,0,0,54,53,0,3,15,35,0,1,15,39,0,5,6,1,0,2,0,0,0,
Steven Soles Jr.,184642,ED,KENTUCKY,11,0,0,,0,0,202,0,0,71.5,82.0,80.4,73.1,75.6,61.5,1,11,0,0,,20.0,1,0,0,0.0,0,1,0,1,0,3,49,46,0,0,46,0,0,3,36,10,1,5,4,1,0,13,0,0,0,
Malik Aliane,184643,C,NEW MEXICO,1,0,0,,0,0,241,0,0,,61.4,67.6,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Bobby Arnold,184644,S,NEW MEXICO,4,8,0,77.8,0,0,241,0,0,54.1,64.2,84.5,46.2,83.9,63.6,0,1,0,0,40,14.8,4,0,0,155.8,7,0,0,65,1,78,186,15,0,0,15,0,7,171,2,106,97,7,15,3,9,1,1,136,79,19.4
Ben Black III,184652,WR,RUTGERS,1,0,0,,0,0,278,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kevin Levy,184661,CB,RUTGERS,2,0,0,0.0,0,0,278,0,0,32.3,36.5,75.0,58.3,65.3,73.5,0,0,0,0,,0.0,0,0,1,39.6,0,0,0,1,30,17,32,0,0,0,0,0,0,32,1,14,1,0,1,0,2,0,0,0,0,
Kaj Sanders,184665,S,RUTGERS,12,10,0,36.8,0,0,278,0,0,54.4,54.0,85.2,62.0,51.3,53.7,0,0,0,0,20,20.0,9,3,1,69.0,7,0,0,206,2,255,438,9,0,0,3,6,126,429,6,177,93,5,26,0,19,0,1,85,39,12.1
D.J. Bennett,184669,ED,C MICHIGAN,2,0,0,,0,0,134,0,0,,62.3,71.7,,61.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
Jaion Jackson,184672,CB,C MICHIGAN,11,6,0,50.0,0,0,134,0,0,57.3,56.0,84.4,72.8,46.7,47.7,0,0,0,0,41,22.0,9,2,2,100.8,19,1,0,18,453,261,487,0,0,0,0,0,2,487,2,224,12,14,26,2,38,1,3,280,76,14.7
Pius Odjugo,184674,DI,C MICHIGAN,12,2,0,,1,0,134,0,0,60.0,55.5,0.0,66.6,56.5,65.6,2,6,0,0,,8.3,1,0,4,0.0,0,1,0,0,0,0,233,233,102,126,0,5,0,0,100,133,0,10,9,2,0,9,0,0,0,
Bryce Rowe,184675,CB,C MICHIGAN,2,0,0,,0,0,134,0,0,61.3,51.3,72.3,,44.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,2,13,0,0,0,0,0,2,13,0,11,10,0,0,0,0,0,0,0,0,
Xavier White,184678,LB,C MICHIGAN,4,2,0,,0,0,134,0,0,60.0,82.8,69.7,,81.3,77.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,12,0,1,13,1,0,0,1,0,0,12,0,12,0,1,1,0,0,0,0,0,0,
Devin Henderson,184688,S,LIBERTY,1,0,0,,0,0,206,0,0,,44.7,65.4,58.4,60.0,,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,
Chason Clark,184699,LB,MARSHALL,1,0,0,,0,0,214,0,0,,63.3,66.0,,61.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Mond Cole,184709,DI,MEMPHIS,10,1,0,,0,0,218,1,0,68.0,69.7,82.4,69.5,62.3,74.7,1,6,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,138,138,125,12,1,0,0,0,86,52,0,3,3,1,0,7,0,0,0,
Brett Karhu,184713,ED,MEMPHIS,9,0,0,,0,0,218,0,0,41.5,43.8,0.0,55.8,53.6,20.5,0,6,0,0,,100.0,2,0,1,0.0,0,0,0,5,0,4,58,53,1,1,45,6,0,5,44,10,0,0,0,0,0,6,0,0,0,
Brady Kluse,184714,WR,MEMPHIS,2,0,0,,0,0,218,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Raymond Collins,184738,LB,OLE MISS,1,0,0,,0,0,226,0,0,61.9,63.1,73.1,59.5,62.3,75.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,12,0,4,13,1,0,0,1,0,0,12,1,8,0,1,2,0,0,0,0,0,0,
Kam Franklin,184741,ED,OLE MISS,6,2,0,,0,0,226,0,0,,66.1,18.0,63.4,69.6,78.2,0,4,0,0,,0.0,0,0,1,0.0,0,2,0,0,0,0,94,94,0,2,83,9,0,0,49,45,0,4,3,2,0,6,0,0,0,
Andy Jaffe,184743,S,OLE MISS,1,0,0,,0,0,226,0,0,60.0,62.8,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
